# n, w
0.0000000000,0.9740595940
1.0000000000,0.9740595940
2.0000000000,0.9750008111
3.0000000000,0.9750008111
4.0000000000,0.9750008111
5.0000000000,0.9750008111
6.0000000000,0.9796480856
7.0000000000,0.9809078240
8.0000000000,0.9809078240
9.0000000000,0.9809078240
10.0000000000,0.9809078240
11.0000000000,0.9809078240
12.0000000000,0.9848855222
13.0000000000,0.9848855222
14.0000000000,0.9848855222
15.0000000000,0.9848855222
16.0000000000,0.9848855222
17.0000000000,0.9848855222
18.0000000000,0.9848855222
19.0000000000,0.9848855222
20.0000000000,0.9848855222
0.0000000000,0.9830065696
1.0000000000,0.9838868526
2.0000000000,0.9838868526
3.0000000000,0.9838868526
4.0000000000,0.9838868526
5.0000000000,0.9838868526
6.0000000000,0.9845459716
7.0000000000,0.9845459716
8.0000000000,0.9847327271
9.0000000000,0.9847327271
10.0000000000,0.9847327271
11.0000000000,0.9847327271
12.0000000000,0.9847327271
13.0000000000,0.9847327271
14.0000000000,0.9847327271
15.0000000000,0.9847327271
16.0000000000,0.9847327271
17.0000000000,0.9847327271
18.0000000000,0.9847327271
19.0000000000,0.9847327271
20.0000000000,0.9847327271
0.0000000000,0.9879058869
1.0000000000,0.9879058869
2.0000000000,0.9879058869
3.0000000000,0.9879058869
4.0000000000,0.9879058869
5.0000000000,0.9879058869
6.0000000000,0.9903976891
7.0000000000,0.9903976891
8.0000000000,0.9905830425
9.0000000000,0.9905830425
10.0000000000,0.9905830425
11.0000000000,0.9905830425
12.0000000000,0.9905830425
13.0000000000,0.9905830425
14.0000000000,0.9905830425
15.0000000000,0.9905830425
16.0000000000,0.9905830425
17.0000000000,0.9905830425
18.0000000000,0.9905830425
19.0000000000,0.9907046357
20.0000000000,0.9907046357
